coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.01813826146475017,0.9818617385352498,0.28986995208761124,0.7101300479123888,0.0229295003422314,0.9770704996577686,0.22484599589322385,0.7751540041067762
0.1,0.03285420944558526,0.9671457905544147,0.19370294318959613,0.8062970568104039,0.03439425051334699,0.965605749486653,0.17094455852156054,0.8290554414784395
0.15,0.04357745836185256,0.9564225416381474,0.1581108829568788,0.8418891170431212,0.05509924709103353,0.9449007529089665,0.1457905544147844,0.8542094455852156
0.2,0.0501368925393566,0.9498631074606434,0.13398357289527718,0.8660164271047228,0.06981519507186862,0.9301848049281314,0.12808008213552358,0.8719199178644764
0.25,0.05804243668720055,0.9419575633127995,0.11663244353182756,0.8833675564681724,0.07159479808350444,0.9284052019164956,0.11409993155373033,0.8859000684462697
0.3,0.06798996121378054,0.9320100387862195,0.10968514715947986,0.8903148528405201,0.07221081451060918,0.9277891854893908,0.10803102897558747,0.8919689710244125
0.35,0.07582868876503368,0.9241713112349663,0.10193605162804342,0.8980639483719566,0.07548645741664217,0.9245135425833578,0.101740490857534,0.898259509142466
0.4,0.08080937713894598,0.919190622861054,0.09415639972621492,0.9058436002737851,0.08350444900752907,0.9164955509924709,0.09415639972621492,0.9058436002737851
0.45,0.08399878317742793,0.9160012168225721,0.11966689482089887,0.8803331051791011,0.0946079549775648,0.9053920450224352,0.11966689482089887,0.8803331051791011
0.5,0.0867898699520876,0.9132101300479124,0.15112936344969197,0.848870636550308,0.09938398357289524,0.9006160164271048,0.15112936344969197,0.848870636550308
0.55,0.09041129985688512,0.9095887001431149,0.15540414411050962,0.8445958558894904,0.104225001555597,0.895774998444403,0.15540414411050962,0.8445958558894904
0.6,0.0985055897786904,0.9014944102213096,0.15697011179557385,0.8430298882044261,0.11185261236595934,0.8881473876340407,0.15697011179557385,0.8430298882044261
0.65,0.1106460274838098,0.8893539725161902,0.179144948138788,0.820855051861212,0.12315063444426899,0.876849365555731,0.179144948138788,0.820855051861212
0.7,0.12462110100713797,0.875378898992862,0.2016964896841693,0.7983035103158307,0.13278576317590696,0.867214236824093,0.2016964896841693,0.7983035103158307
0.75,0.1405201916495551,0.8594798083504449,0.22067077344284736,0.7793292265571526,0.14501483002509696,0.854985169974903,0.22067077344284736,0.7793292265571526
0.8,0.15708418891170428,0.8429158110882957,0.22366957563312795,0.776330424366872,0.15924452429842573,0.8407554757015743,0.22366957563312795,0.776330424366872
0.85,0.17421588758706763,0.8257841124129324,0.22168538873454924,0.7783146112654508,0.17427628135443085,0.8257237186455691,0.22168538873454924,0.7783146112654508
0.9,0.19083200243364518,0.8091679975663548,0.22009278272111943,0.7799072172788806,0.19064187390676102,0.809358126093239,0.22009278272111943,0.7799072172788806
0.95,0.20980582874022835,0.7901941712597716,0.22554847076623796,0.774451529233762,0.20895925645736513,0.7910407435426349,0.22554847076623796,0.774451529233762
1.0,0.23417180013689254,0.7658281998631075,0.23417180013689254,0.7658281998631075,0.23417180013689254,0.7658281998631075,0.23417180013689254,0.7658281998631075
