coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.0,1.0,0.11764705882352944,0.8823529411764706,0.0,1.0,0.11764705882352944,0.8823529411764706
0.1,0.08823529411764708,0.9117647058823529,0.20588235294117652,0.7941176470588235,0.08823529411764708,0.9117647058823529,0.20588235294117652,0.7941176470588235
0.15,0.0980392156862745,0.9019607843137255,0.21568627450980393,0.7843137254901961,0.17647058823529416,0.8235294117647058,0.21568627450980393,0.7843137254901961
0.2,0.1029411764705882,0.8970588235294118,0.22058823529411764,0.7794117647058824,0.16176470588235292,0.8382352941176471,0.22058823529411764,0.7794117647058824
0.25,0.12941176470588234,0.8705882352941177,0.21176470588235297,0.788235294117647,0.16470588235294115,0.8352941176470589,0.21176470588235297,0.788235294117647
0.3,0.13725490196078427,0.8627450980392157,0.23529411764705888,0.7647058823529411,0.1470588235294118,0.8529411764705882,0.23529411764705888,0.7647058823529411
0.35,0.1610169491525424,0.8389830508474576,0.2542372881355932,0.7457627118644068,0.1610169491525424,0.8389830508474576,0.2542372881355932,0.7457627118644068
0.4,0.15441176470588236,0.8455882352941176,0.2647058823529411,0.7352941176470589,0.16911764705882348,0.8308823529411765,0.2647058823529411,0.7352941176470589
0.45,0.16993464052287577,0.8300653594771242,0.27450980392156865,0.7254901960784313,0.1633986928104575,0.8366013071895425,0.27450980392156865,0.7254901960784313
0.5,0.17647058823529416,0.8235294117647058,0.2823529411764706,0.7176470588235294,0.1823529411764706,0.8176470588235294,0.2823529411764706,0.7176470588235294
0.55,0.18181818181818177,0.8181818181818182,0.27807486631016043,0.7219251336898396,0.1925133689839572,0.8074866310160428,0.27807486631016043,0.7219251336898396
0.6,0.2009803921568627,0.7990196078431373,0.27941176470588236,0.7205882352941176,0.196078431372549,0.803921568627451,0.27941176470588236,0.7205882352941176
0.65,0.20814479638009054,0.7918552036199095,0.2850678733031674,0.7149321266968326,0.2171945701357466,0.7828054298642534,0.2850678733031674,0.7149321266968326
0.7,0.21940928270042193,0.7805907172995781,0.28270042194092826,0.7172995780590717,0.21940928270042193,0.7805907172995781,0.28270042194092826,0.7172995780590717
0.75,0.23529411764705888,0.7647058823529411,0.2784313725490196,0.7215686274509804,0.23529411764705888,0.7647058823529411,0.2784313725490196,0.7215686274509804
0.8,0.25735294117647056,0.7426470588235294,0.2757352941176471,0.7242647058823529,0.25735294117647056,0.7426470588235294,0.2757352941176471,0.7242647058823529
0.85,0.2664359861591695,0.7335640138408305,0.2768166089965398,0.7231833910034602,0.25951557093425603,0.740484429065744,0.2768166089965398,0.7231833910034602
0.9,0.28104575163398693,0.7189542483660131,0.28431372549019607,0.7156862745098039,0.27450980392156865,0.7254901960784313,0.28431372549019607,0.7156862745098039
0.95,0.2910216718266254,0.7089783281733746,0.28792569659442724,0.7120743034055728,0.28792569659442724,0.7120743034055728,0.28792569659442724,0.7120743034055728
1.0,0.2970588235294118,0.7029411764705882,0.2970588235294118,0.7029411764705882,0.2970588235294118,0.7029411764705882,0.2970588235294118,0.7029411764705882
