coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.11764705882352944,0.8823529411764706,0.23529411764705888,0.7647058823529411,0.23529411764705888,0.7647058823529411,0.23529411764705888,0.7647058823529411
0.1,0.08823529411764708,0.9117647058823529,0.20588235294117652,0.7941176470588235,0.20588235294117652,0.7941176470588235,0.23529411764705888,0.7647058823529411
0.15,0.0980392156862745,0.9019607843137255,0.17647058823529416,0.8235294117647058,0.196078431372549,0.803921568627451,0.21568627450980393,0.7843137254901961
0.2,0.08823529411764708,0.9117647058823529,0.19117647058823528,0.8088235294117647,0.22058823529411764,0.7794117647058824,0.17647058823529416,0.8235294117647058
0.25,0.09411764705882353,0.9058823529411765,0.15294117647058825,0.8470588235294118,0.19999999999999996,0.8,0.15294117647058825,0.8470588235294118
0.3,0.0980392156862745,0.9019607843137255,0.16666666666666663,0.8333333333333334,0.196078431372549,0.803921568627451,0.16666666666666663,0.8333333333333334
0.35,0.10169491525423724,0.8983050847457628,0.1694915254237288,0.8305084745762712,0.18644067796610164,0.8135593220338984,0.1694915254237288,0.8305084745762712
0.4,0.11764705882352944,0.8823529411764706,0.17647058823529416,0.8235294117647058,0.19852941176470584,0.8014705882352942,0.17647058823529416,0.8235294117647058
0.45,0.130718954248366,0.869281045751634,0.16993464052287577,0.8300653594771242,0.2222222222222222,0.7777777777777778,0.16993464052287577,0.8300653594771242
0.5,0.15294117647058825,0.8470588235294118,0.1588235294117647,0.8411764705882353,0.22352941176470587,0.7764705882352941,0.1588235294117647,0.8411764705882353
0.55,0.17112299465240643,0.8288770053475936,0.17112299465240643,0.8288770053475936,0.213903743315508,0.786096256684492,0.17112299465240643,0.8288770053475936
0.6,0.18627450980392157,0.8137254901960784,0.18627450980392157,0.8137254901960784,0.20588235294117652,0.7941176470588235,0.18627450980392157,0.8137254901960784
0.65,0.19004524886877827,0.8099547511312217,0.21266968325791857,0.7873303167420814,0.22171945701357465,0.7782805429864253,0.21266968325791857,0.7873303167420814
0.7,0.21097046413502107,0.7890295358649789,0.22784810126582278,0.7721518987341772,0.240506329113924,0.759493670886076,0.22784810126582278,0.7721518987341772
0.75,0.21176470588235297,0.788235294117647,0.2431372549019608,0.7568627450980392,0.24705882352941178,0.7529411764705882,0.2431372549019608,0.7568627450980392
0.8,0.23529411764705888,0.7647058823529411,0.25735294117647056,0.7426470588235294,0.25735294117647056,0.7426470588235294,0.25735294117647056,0.7426470588235294
0.85,0.23875432525951557,0.7612456747404844,0.25605536332179935,0.7439446366782007,0.25951557093425603,0.740484429065744,0.25605536332179935,0.7439446366782007
0.9,0.25163398692810457,0.7483660130718954,0.25816993464052285,0.7418300653594772,0.2712418300653595,0.7287581699346405,0.25816993464052285,0.7418300653594772
0.95,0.26006191950464397,0.739938080495356,0.2693498452012384,0.7306501547987616,0.2786377708978328,0.7213622291021672,0.2693498452012384,0.7306501547987616
1.0,0.2823529411764706,0.7176470588235294,0.2823529411764706,0.7176470588235294,0.2823529411764706,0.7176470588235294,0.2823529411764706,0.7176470588235294
