coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.0022222222222222365,0.9977777777777778,0.06000000000000005,0.94,0.04222222222222227,0.9577777777777777,0.05555555555555558,0.9444444444444444
0.1,0.008888888888888835,0.9911111111111112,0.06222222222222218,0.9377777777777778,0.050000000000000044,0.95,0.053333333333333344,0.9466666666666667
0.15,0.013333333333333308,0.9866666666666667,0.06074074074074076,0.9392592592592592,0.04518518518518522,0.9548148148148148,0.046666666666666634,0.9533333333333334
0.2,0.025555555555555554,0.9744444444444444,0.050000000000000044,0.95,0.046666666666666634,0.9533333333333334,0.043333333333333335,0.9566666666666667
0.25,0.0324444444444445,0.9675555555555555,0.04888888888888887,0.9511111111111111,0.05022222222222217,0.9497777777777778,0.045777777777777806,0.9542222222222222
0.3,0.03111111111111109,0.9688888888888889,0.04518518518518522,0.9548148148148148,0.05777777777777782,0.9422222222222222,0.04518518518518522,0.9548148148148148
0.35,0.03523809523809529,0.9647619047619047,0.0444444444444444,0.9555555555555556,0.06380952380952376,0.9361904761904762,0.043809523809523854,0.9561904761904761
0.4,0.03944444444444439,0.9605555555555556,0.04416666666666669,0.9558333333333333,0.06944444444444442,0.9305555555555556,0.04805555555555552,0.9519444444444445
0.45,0.04370370370370369,0.9562962962962963,0.04518518518518522,0.9548148148148148,0.0738271604938272,0.9261728395061728,0.049876543209876556,0.9501234567901234
0.5,0.04400000000000004,0.956,0.04822222222222228,0.9517777777777777,0.08133333333333337,0.9186666666666666,0.04800000000000004,0.952
0.55,0.04949494949494948,0.9505050505050505,0.047878787878787854,0.9521212121212121,0.0822222222222222,0.9177777777777778,0.05252525252525253,0.9474747474747475
0.6,0.05296296296296299,0.947037037037037,0.05277777777777781,0.9472222222222222,0.08333333333333337,0.9166666666666666,0.053888888888888875,0.9461111111111111
0.65,0.054188034188034195,0.9458119658119658,0.056581196581196536,0.9434188034188035,0.08529914529914528,0.9147008547008547,0.057264957264957284,0.9427350427350427
0.7,0.06015873015873019,0.9398412698412698,0.06015873015873019,0.9398412698412698,0.0876190476190476,0.9123809523809524,0.060793650793650844,0.9392063492063492
0.75,0.06918518518518524,0.9308148148148148,0.06948148148148148,0.9305185185185185,0.0921481481481482,0.9078518518518518,0.06948148148148148,0.9305185185185185
0.8,0.07361111111111107,0.9263888888888889,0.08763888888888893,0.9123611111111111,0.09583333333333333,0.9041666666666667,0.08763888888888893,0.9123611111111111
0.85,0.0883660130718954,0.9116339869281046,0.10143790849673207,0.8985620915032679,0.10013071895424841,0.8998692810457516,0.10143790849673207,0.8985620915032679
0.9,0.09851851851851856,0.9014814814814814,0.11395061728395062,0.8860493827160494,0.10530864197530865,0.8946913580246914,0.11395061728395062,0.8860493827160494
0.95,0.1125146198830409,0.8874853801169591,0.1229239766081871,0.8770760233918129,0.11660818713450294,0.8833918128654971,0.1229239766081871,0.8770760233918129
1.0,0.13122222222222224,0.8687777777777778,0.13122222222222224,0.8687777777777778,0.13122222222222224,0.8687777777777778,0.13122222222222224,0.8687777777777778
